Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,ArrDelay,DepDelay,Origin,Dest,Distance,depdelayC
2007,10,26,5,715,1010,CO,1554,3,-2,EWR,PBI,1024,0
2007,10,23,2,1400,1720,CO,377,88,113,RSW,EWR,1068,1
2007,10,24,3,1610,1859,CO,392,110,81,EWR,MCO,938,1
2007,10,27,6,1155,1441,CO,693,66,77,MCO,EWR,938,1
2007,10,11,4,1315,1632,CO,206,-12,0,IAH,TPA,787,0
2007,10,30,2,920,1118,CO,1714,1,-5,IAH,SMF,1609,0
2007,10,29,1,1530,1649,CO,1787,-23,-3,IAH,DFW,224,0
2007,10,10,3,845,1037,CO,735,1,-3,CLE,LAX,2053,0
2007,10,11,4,744,1144,CO,258,-18,0,IAH,DCA,1208,0
2007,10,18,4,1729,2129,CO,1558,-21,-2,IAH,DCA,1208,0
2007,10,7,7,1500,1801,CO,133,-24,-3,LGA,IAH,1416,0
2007,10,6,6,700,1006,CO,1518,-27,-2,EWR,TPA,998,0
2007,10,21,7,1645,1800,CO,763,-15,-3,IAH,MSY,305,0
2007,10,31,3,1815,2156,CO,1174,-41,-4,ORD,EWR,719,0
2007,10,13,6,1853,2141,CO,346,-31,-6,IAH,ORD,925,0
2007,10,30,2,1300,1629,CO,1562,-24,-6,IAH,RSW,861,0
2007,10,10,3,1750,1908,CO,362,-3,3,CLE,DEN,1201,0
2007,10,12,5,1145,1508,CO,34,-11,9,DEN,IAH,861,0
2007,10,23,2,630,1058,CO,1715,-6,-7,TUS,IAH,936,0
2007,10,4,4,1315,1844,CO,694,-12,-9,LAX,IAH,1379,0
2007,10,4,4,2040,2345,CO,1754,51,69,EWR,PBI,1024,1
2007,10,18,4,1725,2120,CO,1186,186,133,ORD,EWR,719,1
2007,10,29,1,1200,1346,CO,1849,-3,-2,FLL,IAH,965,0
2007,10,25,4,545,1052,CO,794,0,-7,LAX,IAH,1379,0
2007,10,2,2,1015,1256,DL,669,-8,-10,BOS,ATL,946,0
2007,10,2,2,1348,1748,DL,1734,-5,-3,MSY,LGA,1183,0
2007,10,3,3,1607,1759,DL,70,0,-4,MIA,ATL,595,0
2007,10,4,4,715,1000,DL,1105,-5,-1,IAD,SLC,1827,0
2007,10,6,6,1339,1600,DL,557,-12,-1,BOS,CVG,752,0
2007,10,6,6,805,1003,DL,1623,1,-4,FLL,ATL,581,0
2007,10,7,7,1900,2134,DL,1569,-16,0,ATL,BOI,1838,0
2007,10,9,2,730,817,DL,1713,1,-4,CMH,CVG,116,0
2007,10,9,2,2115,2217,DL,1749,-11,-6,SLC,PDX,630,0
2007,10,9,2,1535,1844,DL,1853,-19,-8,LGA,TPA,1011,0
2007,10,11,4,2205,533,DL,1791,20,19,LAX,TPA,2158,1
2007,10,11,4,2030,2139,DL,1935,112,107,BOS,LGA,185,1
2007,10,12,5,706,838,DL,1504,0,-4,ATL,RIC,481,0
2007,10,13,6,1250,2127,DL,416,-10,1,SFO,JFK,2586,0
2007,10,13,6,1302,1552,DL,1509,-8,-5,SNA,SLC,588,0
2007,10,13,6,1800,1918,DL,1758,-10,-3,JAX,ATL,270,0
2007,10,14,7,1656,2333,DL,1544,-3,0,SLC,BOS,2105,0
2007,10,14,7,1845,2157,DL,1885,-13,-5,LGA,FLL,1076,0
2007,10,15,1,1530,1538,DL,463,-7,5,ATL,BNA,214,0
2007,10,15,1,950,1246,DL,1242,10,1,ORD,ATL,606,0
2007,10,17,3,1545,2,DL,406,8,19,LAX,JFK,2475,1
2007,11,2,5,745,905,WN,1376,-1,1,PVD,PHL,238,0
2007,11,2,5,1715,1745,WN,673,-9,-2,SAT,ELP,496,0
2007,11,3,6,1435,1655,WN,1660,-3,0,MSY,TPA,487,0
2007,11,4,7,830,945,WN,1001,-10,-1,DEN,ABQ,349,0
2007,11,4,7,2130,2240,WN,378,-10,-3,JAX,FLL,318,0
2007,11,4,7,1235,1405,WN,750,39,45,SFO,LAX,337,1
2007,11,4,7,1900,2030,WN,2092,-6,-1,SFO,SAN,447,0
2007,11,5,1,1420,1645,WN,3151,-9,2,BWI,MCO,787,0
2007,11,5,1,1535,1835,WN,572,-34,-2,BWI,SAT,1407,0
2007,11,5,1,1050,1110,WN,97,-17,-2,CLE,MDW,307,0
2007,11,5,1,1500,1605,WN,1479,19,4,LAS,SNA,226,0
2007,11,5,1,1630,1755,WN,3327,-1,4,OAK,LAS,407,0
2007,11,5,1,1720,1915,WN,998,-11,-3,TPA,SAT,972,0
2007,11,6,2,1635,1740,WN,3595,-6,-2,AUS,MAF,294,0
2007,11,6,2,1740,1840,WN,51,-2,3,TUL,DAL,237,0
2007,11,7,3,1525,1755,WN,145,5,3,BNA,ONT,1751,0
2007,11,7,3,600,715,WN,2111,12,0,OAK,LAX,337,0
2007,11,7,3,1940,2120,WN,829,-17,-6,OAK,PDX,543,0
2007,11,7,3,720,810,WN,3679,5,-3,ORF,BWI,159,0
2007,11,7,3,915,1200,WN,2474,-3,-3,SJC,PHX,621,0
2007,11,8,4,1835,1855,WN,921,13,11,PHX,BUR,369,0
2007,11,9,5,915,1145,WN,1592,7,-1,BNA,DTW,457,0
2007,11,9,5,1735,1900,WN,1423,8,11,MDW,OMA,423,0
2007,11,9,5,645,1035,WN,154,1,3,SEA,PHX,1107,0
2007,11,9,5,1350,1530,WN,3322,-15,-2,TUL,PHX,935,0
2007,11,11,7,955,1045,WN,1751,1,1,DAL,AUS,189,0
2007,11,11,7,1815,1920,WN,3168,23,28,LIT,STL,296,1
2007,11,11,7,2045,2220,WN,3685,-5,4,PHL,RDU,336,0
2007,11,12,1,2120,2230,WN,610,-7,4,BDL,BWI,283,0
2007,11,12,1,1435,1530,WN,968,-3,1,TPA,FLL,197,0
2007,11,13,2,940,1225,WN,3245,10,1,LAX,ABQ,677,0
2007,11,13,2,2115,2355,WN,940,48,53,MCO,PVD,1073,1
2007,11,13,2,800,825,WN,2613,-9,-1,PHX,BUR,369,0
2007,11,13,2,630,645,WN,2987,-13,-3,PHX,ONT,325,0
2007,11,13,2,730,940,WN,2358,-21,1,STL,HOU,687,0
2007,11,14,3,1955,2215,WN,3334,127,134,BNA,AUS,756,1
2007,11,14,3,1600,1905,WN,2380,91,69,BNA,SEA,1977,1
2007,11,14,3,905,1025,WN,97,5,5,BWI,CLE,314,0
2007,11,14,3,1045,1425,WN,3240,14,38,PHL,PHX,2075,1
2007,11,14,3,2015,2340,WN,559,0,1,PHX,OMA,1037,0
2007,11,15,4,845,1015,WN,1285,-4,-3,SFO,LAS,414,0
2007,11,16,5,720,1010,WN,1569,-20,1,BUF,MCO,1011,0
2007,11,16,5,1835,1940,WN,1076,-5,-4,RDU,MDW,632,0
2007,11,17,6,1640,1745,WN,495,-3,3,LAX,LAS,236,0
2007,11,17,6,1825,1930,WN,138,-6,-4,LIT,STL,296,0
2007,11,17,6,1105,1215,WN,663,-6,1,STL,OMA,342,0
2007,11,18,7,2105,2230,WN,941,5,8,BNA,MDW,395,0
2007,11,18,7,1345,1540,WN,1012,-4,5,PHX,PDX,1009,0
2007,11,18,7,730,1040,WN,3423,-18,-5,PVD,LAS,2363,0
2007,11,18,7,1640,1850,WN,1566,12,-2,SNA,PHX,338,0
2007,11,19,1,1150,1425,WN,733,-4,12,BWI,PBI,883,0
2007,11,19,1,1435,1655,WN,116,6,2,ELP,SAT,496,0
2007,11,19,1,1005,1255,WN,543,-7,0,ISP,MCO,972,0
2007,11,19,1,700,830,WN,126,-7,-4,LAS,OAK,407,0
2007,11,19,1,910,1120,WN,2808,19,25,ONT,PHX,325,1
2007,11,19,1,950,1540,WN,1428,-5,4,PHX,DTW,1671,0
2007,11,19,1,1005,1105,WN,732,63,-2,SJC,BUR,296,0
2007,11,20,2,1015,1120,WN,1079,2,4,LAX,LAS,236,0
2007,11,20,2,1305,1410,WN,116,10,12,PHX,ELP,347,0
2007,11,20,2,1450,1700,WN,2965,-5,1,SJC,SEA,697,0
2007,11,20,2,1555,1710,WN,1413,4,0,SNA,SJC,342,0
2007,11,21,3,730,830,WN,3,42,34,DAL,HOU,239,1
2007,11,21,3,650,955,WN,1064,-7,5,MDW,PVD,842,0
2007,11,22,4,750,920,WN,654,5,2,LAS,OAK,407,0
2007,11,22,4,610,855,WN,288,-27,-1,PHL,MCO,861,0
2007,11,22,4,1545,1700,WN,2028,-12,-4,SJC,SNA,342,0
2007,11,23,5,1235,1540,WN,2974,20,10,MDW,PVD,842,0
2007,11,24,6,1940,2040,WN,749,12,19,ABQ,LAX,677,1
2007,11,24,6,1715,1810,WN,3321,32,19,HOU,SAT,192,1
2007,11,24,6,930,1105,WN,902,-24,-2,MDW,DEN,895,0
2007,11,25,7,1610,1725,WN,2801,24,22,BWI,MHT,377,1
2007,11,25,7,1420,1520,WN,27,11,10,HOU,HRL,276,0
2007,11,25,7,1815,1915,WN,1312,220,219,LBB,DAL,293,1
2007,11,25,7,1155,1210,WN,573,-3,9,LBB,LAS,775,0
2007,11,25,7,1025,1230,WN,3220,-7,1,MCO,BWI,787,0
2007,11,25,7,635,915,WN,2281,-24,-3,MCO,PVD,1073,0
2007,11,25,7,840,1000,WN,157,-3,-1,SMF,LAS,397,0
2007,11,27,2,1535,1700,WN,563,-15,-3,PHL,RDU,336,0
2007,11,27,2,1600,1910,WN,3409,9,12,PHX,AUS,872,0
2007,11,28,3,1310,1315,WN,1027,-3,-2,BOI,RNO,335,0
2007,11,28,3,1420,1535,WN,187,12,-3,MCI,LAS,1140,0
2007,11,28,3,2000,2205,WN,154,-5,2,MDW,CMH,284,0
2007,11,29,4,1310,1425,WN,433,-8,-3,BWI,CLE,314,0
2007,11,29,4,1050,1515,WN,1667,-21,-1,PHX,MDW,1444,0
2007,11,29,4,1000,1020,WN,616,3,5,PHX,ONT,325,0
2007,11,30,5,620,750,WN,448,-13,-4,IND,BWI,515,0
2007,11,30,5,1545,1750,WN,668,117,90,LAS,PHX,256,1
2007,11,30,5,850,1015,WN,3340,-11,0,SNA,OAK,371,0
2007,11,30,5,915,1224,XE,117,18,35,ONT,COS,789,1
2007,11,24,6,630,819,XE,2002,-15,-10,LGA,CLE,418,0
2007,11,23,5,1005,1332,XE,2003,-25,-3,STL,EWR,872,0
2007,11,18,7,1525,1710,XE,2007,-19,-2,IAH,HSV,595,0
2007,11,10,6,2105,2233,XE,2123,-9,-7,IAH,LBB,458,0
2007,11,14,3,1620,1822,XE,2176,-16,-3,IAH,MCI,643,0
2007,11,25,7,850,1000,XE,2192,5,4,CLE,SYR,317,0
2007,11,16,5,1515,1824,XE,221,7,13,SMF,ABQ,866,0
2007,11,16,5,2120,2317,XE,2214,-11,-1,IAH,MCI,643,0
2007,11,23,5,700,859,XE,222,-14,3,TUL,SMF,1419,0
2007,11,11,7,1035,1352,XE,2301,0,-4,IAH,IND,845,0
2007,11,17,6,610,808,XE,2311,4,-10,MHT,CLE,544,0
2007,11,15,4,1115,1307,XE,2432,-3,-5,CLE,ATL,554,0
2007,11,13,2,1027,1154,XE,2438,-12,-10,ORF,EWR,284,0
2007,11,18,7,2110,2305,XE,2445,96,113,EWR,RDU,416,1
2007,11,5,1,1805,1917,XE,2491,-9,-10,BWI,EWR,169,0
2007,11,29,4,1015,1140,XE,2545,-6,-7,MHT,EWR,209,0
2007,11,1,4,1730,1832,XE,2562,0,-2,IAH,DAL,217,0
2007,11,13,2,1440,1605,XE,2697,0,3,SYR,CLE,317,0
2007,11,26,1,1120,1317,XE,2707,105,120,BHM,IAH,562,1
2007,11,6,2,1905,2055,XE,2782,64,87,EWR,RIC,278,1
2007,11,5,1,1725,1852,XE,2836,-20,-9,EWR,ORF,284,0
2007,11,27,2,640,1043,XE,2846,-11,-5,SAT,CLE,1241,0
2007,11,25,7,1255,1455,XE,2855,37,46,HSV,IAH,595,1
2007,11,19,1,605,808,XE,2921,-21,-4,GRR,IAH,1042,0
2007,11,6,2,1230,1327,XE,2964,-12,0,EWR,BDL,116,0
2007,11,24,6,1610,1822,XE,2975,-7,2,EWR,CAE,602,0
2007,11,18,7,1715,1945,XE,3065,163,157,CLT,EWR,529,1
2007,11,20,2,1610,1822,XE,3148,258,273,EWR,CAE,602,1
2007,11,25,7,1600,1720,XE,320,136,121,SAT,MSY,495,1
2007,11,24,6,1635,1927,XE,322,2,-7,TUS,SAT,762,0
2007,11,28,3,830,1111,XE,41,-2,-8,ONT,ABQ,631,0
2007,11,13,2,715,817,XE,500,-15,-2,SAT,ABQ,609,0
2007,11,8,4,730,850,XE,514,134,138,SAT,OKC,407,1
2007,11,13,2,1530,1740,XE,555,5,-3,MSY,MCI,690,0
2007,11,23,5,1900,2130,XE,7825,-18,-4,LAX,PHX,370,0
2007,11,9,5,955,1115,XE,7828,-1,6,LAX,SFO,337,0
2007,11,5,1,1405,1701,YV,7350,-24,-7,ORD,CAE,666,0
2007,11,5,1,953,1200,YV,2756,-7,-1,PSP,PHX,261,0
2007,11,6,2,1436,1506,YV,2853,-4,-1,PHX,LAX,370,0
2007,11,8,4,1010,1125,YV,7159,11,10,CLE,IAD,288,0
2007,11,8,4,1155,1336,YV,7305,-13,-4,ORD,SBN,84,0
2007,11,9,5,2255,2342,YV,2834,-7,-2,PHX,TUS,110,0
2007,11,10,6,1800,1836,YV,2722,10,30,PHX,SBA,455,1
2007,11,12,1,1733,1900,YV,7183,-23,-4,CHS,ORD,760,0
2007,11,12,1,1728,1832,YV,7175,-5,-9,RDU,IAD,224,0
2007,11,13,2,600,729,YV,2802,-12,-3,SAT,PHX,843,0
2007,11,14,3,1305,1352,YV,2683,18,-7,CLT,MEM,512,0
2007,11,16,5,1155,1336,YV,7305,-15,-8,ORD,SBN,84,0
2007,11,16,5,1404,1358,YV,7305,-15,-6,SBN,ORD,84,0
2007,11,18,7,1429,1528,YV,2856,0,-9,FLG,PHX,119,0
2007,11,20,2,945,1044,YV,7265,100,105,ROA,ORD,531,1
2007,11,22,4,1700,1919,YV,2690,-19,-10,BHM,CLT,351,0
2007,11,24,6,1655,1837,YV,7319,12,-2,IAD,SAV,515,0
2007,11,24,6,1745,1845,YV,7205,-15,-1,ORD,GRB,174,0
2007,11,25,7,600,658,YV,7204,-1,6,CID,ORD,196,0
2007,11,25,7,2210,2314,YV,7385,12,0,IAD,PIT,183,0
2007,11,25,7,1300,1544,YV,2628,-9,-7,STL,CLT,575,0
2007,11,26,1,1440,1630,YV,2667,59,60,CLT,IAH,913,1
2007,11,26,1,1320,1529,YV,7074,-13,0,DEN,JAC,406,0
2007,11,26,1,804,905,YV,7429,-9,-7,GRB,ORD,174,0
2007,11,26,1,1010,1332,YV,2634,48,15,MSP,CLT,930,0
2007,11,29,4,1707,1821,YV,7103,-8,-4,DEN,GJT,212,0
2007,11,29,4,1357,1443,NW,1773,1,-1,DTW,MBS,98,0
2007,11,3,6,920,1115,OH,5442,-5,0,CVG,JAX,614,0
2007,11,4,7,630,805,OH,5514,22,40,PIT,JFK,340,1
2007,11,10,6,1225,1411,OH,5307,-5,0,CVG,JAX,614,0
2007,11,13,2,926,1130,OH,5201,-11,0,DCA,BTR,985,0
2007,11,13,2,840,1041,OH,5501,-21,0,JFK,PIT,340,0
2007,11,14,3,1100,1346,OH,5254,-29,-3,BOS,CHS,818,0
2007,11,14,3,1635,1800,OH,5566,-2,0,CVG,RIC,413,0
2007,11,17,6,1348,1529,OH,5065,-10,-4,BWI,CVG,430,0
2007,11,24,6,1612,1759,OH,5269,20,33,CMH,LGA,478,1
2007,11,1,4,1158,1317,OO,6493,-16,-6,LAX,SJC,308,0
2007,11,3,6,820,1026,OO,6599,-9,-10,BHM,DEN,1082,0
2007,11,3,6,1735,1846,OO,6717,6,-6,DEN,PSP,776,0
2007,11,6,2,840,930,OO,3891,-7,-1,SLC,SMF,532,0
2007,11,6,2,944,1030,OO,5407,9,-2,SAN,LAX,109,0
2007,11,8,4,804,1110,OO,6186,-6,-6,ORD,CHS,760,0
2007,11,8,4,1745,1835,OO,6347,21,18,MCI,DEN,533,1
2007,11,8,4,600,924,OO,6732,-7,0,MRY,DEN,960,0
2007,11,9,5,1940,2205,OO,2575,-7,-11,MKE,PIT,431,0
2007,11,9,5,634,715,OO,6143,-22,-13,CRW,ORD,416,0
2007,11,10,6,1445,1629,OO,6023,-17,0,ORD,MEM,491,0
2007,11,12,1,800,920,OO,6103,-9,-9,PIA,DEN,793,0
2007,11,13,2,823,1012,OO,6625,-14,-9,DEN,BZN,525,0
2007,11,13,2,1443,1546,OO,6643,25,2,DEN,RAP,301,0
2007,11,14,3,1755,1849,OO,5771,-3,-6,PDX,SEA,129,0
2007,11,14,3,900,1005,OO,5772,-5,-2,PSP,LAS,173,0
2007,11,14,3,1441,1641,OO,6399,-14,-2,FCA,DEN,753,0
2007,11,14,3,845,1004,OO,6460,11,-4,ORF,ORD,717,0
2007,11,15,4,1530,1654,OO,5550,-6,-5,SBA,SFO,262,0
2007,11,16,5,610,805,OO,3984,37,37,XNA,SLC,1004,1
2007,11,16,5,1314,1418,OO,5958,-21,-12,DRO,DEN,251,0
2007,11,16,5,1921,1953,OO,6047,1,8,ICT,DEN,419,0
2007,11,17,6,1145,1245,OO,3909,-9,-8,GJT,SLC,217,0
2007,11,17,6,1400,1452,OO,5416,-8,-4,LAX,SAN,109,0
2007,11,18,7,1345,1650,OO,2556,58,54,MKE,PHL,690,1
2007,11,19,1,1206,1410,OO,1977,38,19,ATL,BUF,712,1
2007,11,20,2,915,1023,OO,4051,-2,-3,BOI,SLC,291,0
2007,11,21,3,1122,1217,OO,3755,-2,5,SLC,BFL,534,0
2007,11,21,3,1000,1225,OO,5900,4,-8,DEN,LNK,423,0
2007,11,21,3,1155,1328,OO,6614,-14,-3,DEN,PSC,853,0
2007,11,22,4,1127,1424,OO,4025,30,32,SEA,SLC,689,1
2007,11,22,4,623,759,OO,5994,-26,-4,FSD,ORD,462,0
2007,11,23,5,1330,1608,OO,5714,4,0,LAX,SGU,348,0
2007,11,23,5,1126,1303,OO,6188,-11,-6,PVD,ORD,849,0
2007,11,24,6,2104,2145,OO,5483,-7,-6,ONT,LAX,47,0
2007,11,26,1,1015,1440,OO,4011,3,34,SLC,IAH,1195,1
2007,11,27,2,545,634,OO,5484,-3,-4,PSP,LAX,110,0
2007,11,29,4,630,755,OO,3839,25,-16,FAR,SLC,865,0
2007,11,29,4,1700,2037,OO,3857,-39,-8,SLC,XNA,1004,0
2007,11,29,4,835,947,OO,3949,4,0,SLC,BOI,291,0
2007,11,29,4,1820,2021,OO,6561,-14,-7,DEN,GTF,624,0
2007,11,30,5,1621,1850,OO,3781,1,-6,PSC,SLC,521,0
2007,11,30,5,1335,1422,OO,5752,7,-5,LAX,CLD,86,0
2007,11,21,3,1010,1522,UA,1,-15,-3,ORD,HNL,4243,0
2007,11,13,2,1040,1554,UA,112,11,-3,DEN,BWI,1491,0
2007,11,18,7,1615,18,UA,220,172,201,SFO,IAD,2419,1
2007,11,27,2,800,1115,UA,278,6,14,ORD,JAX,865,0
2007,11,18,7,1935,2103,UA,325,1,-1,DEN,BIL,455,0
2007,11,11,7,1155,1431,UA,355,-3,-1,ORD,SEA,1721,0
2007,11,5,1,1442,1803,UA,368,-12,1,LAX,DEN,862,0
2007,11,5,1,842,1021,UA,391,-4,-1,IAH,DEN,861,0
2007,11,17,6,1055,1638,UA,422,-8,4,DEN,EWR,1605,0
2007,11,24,6,1950,2148,UA,431,15,18,DEN,SEA,1024,1
2007,11,24,6,1120,1237,UA,432,-11,-3,MSP,ORD,334,0
2007,11,24,6,1005,1250,UA,439,-31,2,ORD,SJC,1829,0
2007,11,4,7,931,1025,UA,445,-12,-4,MCI,DEN,533,0
2007,11,7,3,1548,1640,UA,467,-17,-8,IND,DEN,977,0
2007,11,5,1,2027,2301,UA,515,19,40,ORD,SMF,1781,1
2007,11,30,5,825,1016,UA,521,2,1,DEN,SJC,948,0
2007,11,6,2,1700,2022,UA,538,-4,5,ORD,BOS,867,0
2007,11,3,6,1508,1753,UA,559,-28,0,ORD,SJC,1829,0
2007,11,20,2,1053,1423,UA,588,-4,-3,SJC,DEN,948,0
2007,11,20,2,2005,2224,UA,706,-12,-9,DEN,OMA,472,0
2007,11,25,7,2338,520,UA,754,60,49,SEA,ORD,1721,1
2007,11,1,4,819,1000,UA,837,4,16,SAN,SFO,447,1
2007,11,14,3,1532,1651,UA,844,4,-2,SFO,LAX,337,0
2007,11,21,3,1415,1543,UA,852,17,22,SFO,SAN,447,1
2007,11,5,1,822,948,UA,887,37,15,SAT,DEN,794,0
2007,11,8,4,1730,2006,UA,949,22,22,ORD,SEA,1721,1
2007,11,13,2,2319,500,UA,1118,-14,-8,PDX,ORD,1739,0
2007,11,26,1,2319,500,UA,1118,-5,-5,PDX,ORD,1739,0
2007,11,12,1,1015,1249,UA,1140,-8,-1,DEN,MCI,533,0
2007,11,9,5,1900,10,UA,1168,-11,1,DEN,BWI,1491,0
2007,11,26,1,1155,1341,UA,1273,-3,37,DEN,SJC,948,1
2007,11,27,2,810,952,UA,1425,-1,-4,LAS,SFO,414,0
2007,11,29,4,1355,1537,UA,1458,-23,-12,PHX,DEN,602,0
2007,11,19,1,937,1051,UA,1461,7,7,DEN,ONT,819,0
2007,11,24,6,945,1323,UA,1530,23,16,ORD,MCO,1005,1
2007,11,6,2,845,1059,UA,1549,-1,-1,IAD,LAS,2066,0
2007,11,7,3,735,1502,UA,1555,-1,-6,LAS,IAD,2066,0
2007,11,25,7,1100,1304,UA,1575,-22,-2,ORD,LAS,1515,0
2007,11,18,7,751,1112,UA,1600,-9,-5,ONT,DEN,819,0
2007,11,26,1,1355,1701,UA,1640,15,11,RNO,DEN,804,0
2007,11,1,4,845,1009,US,1471,9,-5,PIT,LAS,1910,0
2007,11,2,5,1000,1114,US,2122,-9,-7,LGA,BOS,185,0
2007,11,2,5,2025,2243,US,1469,74,48,PHL,ATL,665,1
2007,11,3,6,1007,1629,US,460,1,3,PHX,IND,1489,0
2007,11,4,7,1900,1910,US,519,-5,-1,PHX,LAS,256,0
2007,11,4,7,1820,2101,US,1561,1,6,PIT,PHX,1813,0
2007,11,5,1,1620,1836,US,277,1,2,SAN,PHX,304,0
2007,11,8,4,750,1132,US,657,14,-2,PHL,SFO,2521,0
2007,11,9,5,1625,1833,US,1942,-2,-4,MIA,CLT,650,0
2007,11,9,5,1815,2033,US,1445,33,37,PIT,LAX,2136,1
2007,11,11,7,840,1014,US,586,-16,-11,DFW,PHX,868,0
2007,11,11,7,1955,2208,US,215,-12,-3,LAS,PHX,256,0
2007,11,12,1,1855,2110,US,1935,-14,1,LGA,CLT,544,0
2007,11,12,1,745,1009,US,1572,-27,-8,PIT,TPA,873,0
2007,11,14,3,925,1032,US,926,-20,-2,CLT,ORD,599,0
2007,11,14,3,1500,1616,US,2179,9,-5,LGA,DCA,214,0
2007,11,14,3,735,1042,US,150,1,-4,PHL,SAN,2369,0
2007,11,15,4,1605,1905,US,1237,-18,-3,ORD,CLT,599,0
2007,11,17,6,2200,2316,US,1852,9,28,CLT,DCA,331,1
2007,11,18,7,1115,1152,US,1195,-13,-2,PHX,LAX,370,0
2007,11,18,7,1745,1959,US,73,-21,-1,PHX,SEA,1107,0
2007,11,18,7,1935,2208,US,1044,23,11,TPA,PHL,920,0
2007,11,20,2,2045,2217,US,447,-14,-7,CMH,LAS,1772,0
2007,11,22,4,1430,1550,US,975,0,5,CLT,DCA,331,0
2007,11,25,7,1610,2246,US,1162,17,-2,PHX,BOS,2300,0
2007,11,25,7,1804,1838,US,32,-16,-1,PHX,LAX,370,0
2007,11,26,1,1800,1942,US,2045,179,190,BOS,DCA,399,1
2007,11,26,1,1300,1855,US,1544,-4,12,PHX,CLT,1774,0
2007,11,27,2,830,1021,US,1075,-1,1,PHL,CLT,448,0
2007,11,28,3,1431,1504,US,476,1,1,PHX,BUR,369,0
2007,11,29,4,2000,2118,US,2186,-2,2,DCA,LGA,214,0
2007,11,29,4,1105,1352,US,1854,-15,-10,MSY,CLT,651,0
2007,11,29,4,955,1307,US,763,15,17,PHL,MIA,1013,1
2007,11,29,4,1627,2313,US,683,-35,-2,PHX,EWR,2133,0
2007,11,30,5,1900,2021,US,2140,18,33,LGA,BOS,185,1
2007,11,30,5,1948,2350,US,152,6,25,PHX,STL,1262,1
2007,11,2,5,1730,1835,WN,51,-3,0,AMA,DAL,324,0
2007,11,2,5,1650,1905,WN,398,-5,2,BWI,MCO,787,0
2007,11,2,5,1810,1900,WN,673,3,0,ELP,ABQ,223,0
2007,11,2,5,700,945,WN,2498,-4,0,ISP,MCO,972,0
2007,11,2,5,2045,2150,WN,1232,-9,-4,LAS,PHX,256,0
2007,11,19,1,840,1117,DL,429,25,-2,JFK,DEN,1626,0
2007,11,19,1,855,1117,DL,1160,18,-4,MSY,ATL,425,0
2007,11,20,2,1000,1157,DL,457,-23,-5,DCA,ATL,547,0
2007,11,20,2,2035,2201,DL,1725,10,4,ATL,TPA,406,0
2007,11,21,3,1510,1604,DL,907,0,-3,SLC,LAX,590,0
2007,11,22,4,1055,1354,DL,1559,-19,-3,JFK,MCO,944,0
2007,11,22,4,800,1133,DL,1879,-3,-1,BOS,TPA,1185,0
2007,11,23,5,1830,2259,DL,607,-11,-5,ATL,SJU,1547,0
2007,11,23,5,740,856,DL,1493,-10,-4,ATL,MCI,692,0
2007,11,24,6,1800,1928,DL,177,-4,-2,ATL,MCO,403,0
2007,11,24,6,1007,1144,DL,1091,-13,-4,ATL,DAY,432,0
2007,11,26,1,1650,1924,DL,821,53,36,EWR,ATL,745,1
2007,11,26,1,1435,1731,DL,1663,49,61,LGA,MCO,950,1
2007,11,28,3,1345,1602,DL,516,17,30,ATL,LGA,761,1
2007,11,28,3,853,1009,DL,1703,-16,-9,CLT,ATL,227,0
2007,11,28,3,1450,1550,DL,1755,-4,-4,SLC,SNA,588,0
2007,11,29,4,2015,2221,DL,1261,-16,-9,CVG,TPA,773,0
2007,11,30,5,855,1049,DL,793,29,0,CVG,SLC,1449,0
2007,11,30,5,705,845,DL,1039,-1,-5,TPA,ATL,406,0
2007,11,25,7,831,957,EV,4168,-1,2,ATL,IAH,689,0
2007,11,15,4,815,1016,EV,4201,-11,-7,MGM,ATL,147,0
2007,11,2,5,600,723,EV,4284,5,-3,MLB,ATL,443,0
2007,11,10,6,1851,2040,EV,4377,-24,1,PIT,ATL,526,0
2007,11,19,1,1520,1621,EV,4399,132,129,ATL,AGS,143,1
2007,11,19,1,631,949,EV,4416,127,-2,CRP,ATL,876,0
2007,11,7,3,730,905,EV,4421,-16,1,ATL,SAT,874,0
2007,11,4,7,600,811,EV,4454,-1,0,MOB,ATL,302,0
2007,11,17,6,1145,1335,EV,4477,8,19,FWA,ATL,508,1
2007,11,4,7,1042,1212,EV,4499,-17,2,ATL,GRK,803,0
2007,11,25,7,1505,1550,EV,4504,47,41,ATL,PIA,564,1
2007,11,12,1,2114,2303,EV,4547,27,36,ATL,TOL,549,1
2007,11,27,2,1840,2055,EV,4557,35,30,ATL,EWR,745,1
2007,11,30,5,1501,1548,EV,4574,2,1,CSG,ATL,83,0
2007,11,10,6,600,841,EV,4607,-7,0,LFT,ATL,503,0
2007,11,1,4,1450,1638,EV,4660,0,0,ATL,AZO,596,0
2007,11,16,5,1030,1235,EV,4672,12,16,ATL,AVP,714,1
2007,11,17,6,1140,1337,EV,4680,-7,1,BHM,ATL,134,0
2007,11,16,5,1600,1702,EV,4699,-13,-5,AVL,ATL,164,0
2007,11,13,2,600,804,EV,4802,-24,-5,MDT,ATL,619,0
2007,11,5,1,1250,1515,EV,4815,-5,0,ACY,ATL,678,0
2007,11,10,6,1356,1537,EV,4853,-12,-6,DAY,ATL,432,0
